Row ID,Business Area,Metric,Matched Division,Source Division,Location Type,Location,Original Division,Report Geography,Mapping Status,Mapping Confidence,Mapping Evidence,Value,Local Goal,Derived Goal Status,Status Basis,Source Variance,Source Variance Color,YTD,Data As Of
TEAM::2740,Team,Total Turnover,Florida Division (Unresolved),Florida Division Cost Centers by Reporting Hierarchy,Cost Center,110945 RHBSRV OP Ctr Speech Therapy FIS Orange City,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,N/A,Florida Division Cost Centers by Reporting Hierarchy,342.9%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2741,Team,Total Turnover,Florida Division (Unresolved),Florida Division Cost Centers by Reporting Hierarchy,Cost Center,110961 RHBSRV Central Scheduling,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,N/A,Florida Division Cost Centers by Reporting Hierarchy,9.4%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2742,Team,Total Turnover,Florida Division (Unresolved),Florida Division Cost Centers by Reporting Hierarchy,Cost Center,110964 LABSRV Lab Phlebotomists,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,N/A,Florida Division Cost Centers by Reporting Hierarchy,17.3%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2743,Team,Total Turnover,Florida Division (Unresolved),Florida Division Cost Centers by Reporting Hierarchy,Cost Center,110976 LABSRV OP Ctr Lab DS Lake Mary HP,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,N/A,Florida Division Cost Centers by Reporting Hierarchy,141.2%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2744,Team,Total Turnover,Florida Division (Unresolved),Florida Division Cost Centers by Reporting Hierarchy,Cost Center,110984 LABSRV OP Ctr Lab DS CHWB,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,N/A,Florida Division Cost Centers by Reporting Hierarchy,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2745,Team,Total Turnover,Florida Division (Unresolved),Florida Division Cost Centers by Reporting Hierarchy,Cost Center,110987 LABSRV OP Ctr Lab DS Port Orange HP,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,N/A,Florida Division Cost Centers by Reporting Hierarchy,150.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2746,Team,Total Turnover,Florida Division (Unresolved),Florida Division Cost Centers by Reporting Hierarchy,Cost Center,110988 LABSRV OP Ctr Lab 26,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,N/A,Florida Division Cost Centers by Reporting Hierarchy,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2747,Team,Total Turnover,Florida Division (Unresolved),Florida Division Cost Centers by Reporting Hierarchy,Cost Center,110989 LABSRV OP Ctr Lab Support,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,N/A,Florida Division Cost Centers by Reporting Hierarchy,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2748,Team,Total Turnover,Florida Division (Unresolved),Florida Division Cost Centers by Reporting Hierarchy,Cost Center,110990 LABSRV Distribution Center Logistics,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,N/A,Florida Division Cost Centers by Reporting Hierarchy,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2749,Team,Total Turnover,Florida Division (Unresolved),Florida Division Cost Centers by Reporting Hierarchy,Cost Center,110997 ICHP HLTH PRK Clermont,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,N/A,Florida Division Cost Centers by Reporting Hierarchy,16.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2750,Team,Total Turnover,Florida Division (Unresolved),Florida Division Cost Centers by Reporting Hierarchy,Cost Center,110999 ICHP HLTH PRK Lake Mary,Florida Division Cost Centers by Reporting Hierarchy,N/A,ORIGINAL_DIVISION_PRESERVED,N/A,Florida Division Cost Centers by Reporting Hierarchy,21.8%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2751,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111089 HCCFL Hospice Administration LOC GIP,PHD,N/A,N/A,N/A,N/A,8.7%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2752,Team,Total Turnover,Central Florida Division,CFD,Cost Center,111090 HCCFL Hospice Administration Orlando IPU,CFD,N/A,N/A,N/A,N/A,18.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2753,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111091 HCCFL Hospice Administration Emerald Team,PHD,N/A,N/A,N/A,N/A,8.9%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2754,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111092 HCCFL Hospice Administration Red Team,PHD,N/A,N/A,N/A,N/A,46.1%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2755,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111093 HCCFL Hospice Administration Coral Team,PHD,N/A,N/A,N/A,N/A,29.3%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2756,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111094 HCCFL Hospice Administration Green Team,PHD,N/A,N/A,N/A,N/A,25.7%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2757,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111095 HCCFL Hospice Administration Yellow Team,PHD,N/A,N/A,N/A,N/A,19.9%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2758,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111096 HCCFL Hospice Administration Blue Team,PHD,N/A,N/A,N/A,N/A,60.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2759,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111097 HCCFL Hospice Administration Crisis Care,PHD,N/A,N/A,N/A,N/A,13.3%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2760,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111098 HCCFL Hospice Administration Flex After Hours,PHD,N/A,N/A,N/A,N/A,14.3%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2761,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111099 HCCFL Hospice Administration Orange Team,PHD,N/A,N/A,N/A,N/A,7.9%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2762,Team,Total Turnover,Central Florida Division,CFD,Cost Center,111100 HCCFL Hospice Administration Kissimmee IPU,CFD,N/A,N/A,N/A,N/A,8.3%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2763,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111101 HCCFL Hospice Administration Gold Team,PHD,N/A,N/A,N/A,N/A,20.6%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2764,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111103 HCCFL Hospice Volunteer,PHD,N/A,N/A,N/A,N/A,27.9%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2765,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111104 HCCFL Hospice Bereavement Bereavement,PHD,N/A,N/A,N/A,N/A,18.2%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2766,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111115 HCCFL Home Call Center,PHD,N/A,N/A,N/A,N/A,97.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2767,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111117 HCCFL Executive 2,PHD,N/A,N/A,N/A,N/A,88.9%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2768,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111119 HCCFL Nursing Administration,PHD,N/A,N/A,N/A,N/A,6.1%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2769,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111120 HCCFL Marketing Business Development,PHD,N/A,N/A,N/A,N/A,48.6%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2770,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111124 HCCFL Finance,PHD,N/A,N/A,N/A,N/A,13.9%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2771,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111127 HCCFL Patient Access Admitting 2,PHD,N/A,N/A,N/A,N/A,17.6%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2772,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111129 HCCFL HIM Medical Records,PHD,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2773,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111139 HCCFL Pastoral Care,PHD,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2774,Team,Total Turnover,Primary Health Division,PHD,Cost Center,111148 HCCFL Patient Education,PHD,N/A,N/A,N/A,N/A,43.6%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2775,Team,Total Turnover,West Florida Division,WFD,Cost Center,111173 TAM MS Medical Unit,WFD,N/A,N/A,N/A,N/A,2.5%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2776,Team,Total Turnover,West Florida Division,WFD,Cost Center,111174 TAM MS Medical Unit 2,WFD,N/A,N/A,N/A,N/A,31.4%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2777,Team,Total Turnover,West Florida Division,WFD,Cost Center,111175 TAM MS Neurology Unit,WFD,N/A,N/A,N/A,N/A,11.8%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2778,Team,Total Turnover,West Florida Division,WFD,Cost Center,111177 TAM MS Ortho Unit,WFD,N/A,N/A,N/A,N/A,20.1%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2779,Team,Total Turnover,West Florida Division,WFD,Cost Center,111178 TAM MS Pulmonary Unit,WFD,N/A,N/A,N/A,N/A,27.1%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2780,Team,Total Turnover,West Florida Division,WFD,Cost Center,111180 TAM MS Observation Unit 2,WFD,N/A,N/A,N/A,N/A,32.9%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2781,Team,Total Turnover,West Florida Division,WFD,Cost Center,111183 TAM MS Pediatrics,WFD,N/A,N/A,N/A,N/A,31.7%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2782,Team,Total Turnover,West Florida Division,WFD,Cost Center,111185 TAM Obstetrical,WFD,N/A,N/A,N/A,N/A,23.7%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2783,Team,Total Turnover,West Florida Division,WFD,Cost Center,111186 TAM Mother Baby Unit,WFD,N/A,N/A,N/A,N/A,20.5%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2784,Team,Total Turnover,West Florida Division,WFD,Cost Center,111188 TAM Labor and Delivery,WFD,N/A,N/A,N/A,N/A,20.1%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2785,Team,Total Turnover,West Florida Division,WFD,Cost Center,111190 TAM PCU Medical,WFD,N/A,N/A,N/A,N/A,25.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2786,Team,Total Turnover,West Florida Division,WFD,Cost Center,111193 TAM PCU Surgical,WFD,N/A,N/A,N/A,N/A,26.8%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2787,Team,Total Turnover,West Florida Division,WFD,Cost Center,111194 TAM PCU Surgical 2,WFD,N/A,N/A,N/A,N/A,18.3%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2788,Team,Total Turnover,West Florida Division,WFD,Cost Center,111195 TAM PCU Cardiology Interventional,WFD,N/A,N/A,N/A,N/A,19.2%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2789,Team,Total Turnover,West Florida Division,WFD,Cost Center,111196 TAM PCU Cardiovascular,WFD,N/A,N/A,N/A,N/A,19.9%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2790,Team,Total Turnover,West Florida Division,WFD,Cost Center,111198 TAM PCU Cardiac,WFD,N/A,N/A,N/A,N/A,26.8%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2791,Team,Total Turnover,West Florida Division,WFD,Cost Center,111201 TAM ICU Stepdown,WFD,N/A,N/A,N/A,N/A,30.8%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2792,Team,Total Turnover,West Florida Division,WFD,Cost Center,111202 TAM Monitor Techs,WFD,N/A,N/A,N/A,N/A,33.5%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2793,Team,Total Turnover,West Florida Division,WFD,Cost Center,111203 TAM ICU Medical,WFD,N/A,N/A,N/A,N/A,11.2%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2794,Team,Total Turnover,West Florida Division,WFD,Cost Center,111204 TAM ICU Cardiology,WFD,N/A,N/A,N/A,N/A,16.9%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2795,Team,Total Turnover,West Florida Division,WFD,Cost Center,111207 TAM ICU Neurological,WFD,N/A,N/A,N/A,N/A,18.6%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2796,Team,Total Turnover,West Florida Division,WFD,Cost Center,111208 TAM ICU Pediatric,WFD,N/A,N/A,N/A,N/A,54.5%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2797,Team,Total Turnover,West Florida Division,WFD,Cost Center,111209 TAM ICU Neonatal,WFD,N/A,N/A,N/A,N/A,21.7%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2798,Team,Total Turnover,West Florida Division,WFD,Cost Center,111211 TAM Rehabilitation Unit,WFD,N/A,N/A,N/A,N/A,8.2%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2799,Team,Total Turnover,West Florida Division,WFD,Cost Center,111213 TAM Emergency Department,WFD,N/A,N/A,N/A,N/A,38.3%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2800,Team,Total Turnover,West Florida Division,WFD,Cost Center,111214 TAM Emergency Department Pediatrics,WFD,N/A,N/A,N/A,N/A,21.2%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2801,Team,Total Turnover,West Florida Division,WFD,Cost Center,111218 TAM Cardiology EKG,WFD,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2802,Team,Total Turnover,West Florida Division,WFD,Cost Center,111219 TAM Cardiology Rehab Stress Lab,WFD,N/A,N/A,N/A,N/A,20.9%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2803,Team,Total Turnover,West Florida Division,WFD,Cost Center,111220 TAM Cardiology EPS,WFD,N/A,N/A,N/A,N/A,12.1%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2804,Team,Total Turnover,West Florida Division,WFD,Cost Center,111221 TAM Cardiology Recovery,WFD,N/A,N/A,N/A,N/A,20.4%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2805,Team,Total Turnover,West Florida Division,WFD,Cost Center,111222 TAM Cardiology Cath Lab,WFD,N/A,N/A,N/A,N/A,30.2%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2806,Team,Total Turnover,West Florida Division,WFD,Cost Center,111223 TAM Cardiology ECHO,WFD,N/A,N/A,N/A,N/A,31.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2807,Team,Total Turnover,West Florida Division,WFD,Cost Center,111224 TAM Cardiology Administration,WFD,N/A,N/A,N/A,N/A,50.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2808,Team,Total Turnover,West Florida Division,WFD,Cost Center,111228 TAM Neurology EEG,WFD,N/A,N/A,N/A,N/A,9.1%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2809,Team,Total Turnover,West Florida Division,WFD,Cost Center,111229 TAM Neurology Sleep Lab,WFD,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2810,Team,Total Turnover,West Florida Division,WFD,Cost Center,111233 TAM Anesthesiology,WFD,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2811,Team,Total Turnover,West Florida Division,WFD,Cost Center,111237 TAM Surgery Room,WFD,N/A,N/A,N/A,N/A,24.1%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2812,Team,Total Turnover,West Florida Division,WFD,Cost Center,111240 TAM Surgery Room Cardiovascular,WFD,N/A,N/A,N/A,N/A,30.5%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2813,Team,Total Turnover,West Florida Division,WFD,Cost Center,111241 TAM Surgery Room Womens Center,WFD,N/A,N/A,N/A,N/A,15.4%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2814,Team,Total Turnover,West Florida Division,WFD,Cost Center,111242 TAM Pre Surgery,WFD,N/A,N/A,N/A,N/A,7.5%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2815,Team,Total Turnover,West Florida Division,WFD,Cost Center,111246 TAM Pre Admission Testing,WFD,N/A,N/A,N/A,N/A,11.5%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2816,Team,Total Turnover,West Florida Division,WFD,Cost Center,111249 TAM Surgery Recovery,WFD,N/A,N/A,N/A,N/A,26.7%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2817,Team,Total Turnover,West Florida Division,WFD,Cost Center,111251 TAM Surgery Recovery Womens Center,WFD,N/A,N/A,N/A,N/A,14.6%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2818,Team,Total Turnover,West Florida Division,WFD,Cost Center,111253 TAM Surgery Admin Perioperative,WFD,N/A,N/A,N/A,N/A,20.5%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2819,Team,Total Turnover,West Florida Division,WFD,Cost Center,111261 TAM Endoscopy GI Lab,WFD,N/A,N/A,N/A,N/A,13.2%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2820,Team,Total Turnover,West Florida Division,WFD,Cost Center,111262 TAM Pre Endoscopy,WFD,N/A,N/A,N/A,N/A,53.7%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2821,Team,Total Turnover,West Florida Division,WFD,Cost Center,111263 TAM Venous Access Services,WFD,N/A,N/A,N/A,N/A,5.3%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2822,Team,Total Turnover,West Florida Division,WFD,Cost Center,111264 TAM Infusion Services,WFD,N/A,N/A,N/A,N/A,52.2%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2823,Team,Total Turnover,West Florida Division,WFD,Cost Center,111265 TAM Womens Health Administration,WFD,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2824,Team,Total Turnover,West Florida Division,WFD,Cost Center,111266 TAM Breast Health Services,WFD,N/A,N/A,N/A,N/A,23.5%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2825,Team,Total Turnover,West Florida Division,WFD,Cost Center,111268 TAM Wound Care IP,WFD,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2826,Team,Total Turnover,West Florida Division,WFD,Cost Center,111272 TAM Angio Lab Interventional Rad,WFD,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2827,Team,Total Turnover,West Florida Division,WFD,Cost Center,111273 TAM Computerized Tomography CT,WFD,N/A,N/A,N/A,N/A,42.0%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2828,Team,Total Turnover,West Florida Division,WFD,Cost Center,111274 TAM Diagnostic Imaging,WFD,N/A,N/A,N/A,N/A,28.2%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2829,Team,Total Turnover,West Florida Division,WFD,Cost Center,111276 TAM Nuclear Medicine,WFD,N/A,N/A,N/A,N/A,46.1%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2830,Team,Total Turnover,West Florida Division,WFD,Cost Center,111278 TAM Positron Emission Tomography,WFD,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2831,Team,Total Turnover,West Florida Division,WFD,Cost Center,111279 TAM Ultrasound,WFD,N/A,N/A,N/A,N/A,28.6%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2832,Team,Total Turnover,West Florida Division,WFD,Cost Center,111280 TAM Imaging Administration,WFD,N/A,N/A,N/A,N/A,8.8%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2833,Team,Total Turnover,West Florida Division,WFD,Cost Center,111283 TAM Imaging Nursing,WFD,N/A,N/A,N/A,N/A,43.4%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2834,Team,Total Turnover,West Florida Division,WFD,Cost Center,111284 TAM Imaging Support,WFD,N/A,N/A,N/A,N/A,0.0%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2835,Team,Total Turnover,West Florida Division,WFD,Cost Center,111288 TAM Lab General,WFD,N/A,N/A,N/A,N/A,24.7%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2836,Team,Total Turnover,West Florida Division,WFD,Cost Center,111291 TAM Lab Microbiology,WFD,N/A,N/A,N/A,N/A,11.8%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2837,Team,Total Turnover,West Florida Division,WFD,Cost Center,111292 TAM Lab Pathology,WFD,N/A,N/A,N/A,N/A,18.9%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2838,Team,Total Turnover,West Florida Division,WFD,Cost Center,111296 TAM Oncology Radiation Therapy,WFD,N/A,N/A,N/A,N/A,55.8%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2839,Team,Total Turnover,West Florida Division,WFD,Cost Center,111298 TAM Pharmacy,WFD,N/A,N/A,N/A,N/A,10.5%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2840,Team,Total Turnover,West Florida Division,WFD,Cost Center,111303 TAM Occupational Therapy,WFD,N/A,N/A,N/A,N/A,12.8%,≤ 17.3%,met,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2841,Team,Total Turnover,West Florida Division,WFD,Cost Center,111304 TAM Physical Therapy,WFD,N/A,N/A,N/A,N/A,21.7%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
TEAM::2842,Team,Total Turnover,West Florida Division,WFD,Cost Center,111305 TAM Speech Therapy,WFD,N/A,N/A,N/A,N/A,21.6%,≤ 17.3%,missed,Calculated from the displayed value and this scope's local goal,N/A,gray,N/A,Jul 2026
