Row ID,Business Area,Metric,Matched Division,Source Division,Location Type,Location,Original Division,Report Geography,Mapping Status,Mapping Confidence,Mapping Evidence,Value,Local Goal,Derived Goal Status,Status Basis,Source Variance,Source Variance Color,YTD,Data As Of
LEARNING::69,Learning,Leader Effectiveness (Facility Leadership),West Florida Division,WFD,Costing Company,1063 AdventHealth Riverview,WFD,N/A,N/A,N/A,N/A,83.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::70,Learning,Leader Effectiveness (Facility Leadership),West Florida Division,WFD,Costing Company,1064 AdventHealth Connerton,WFD,N/A,N/A,N/A,N/A,84.5,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::71,Learning,Leader Effectiveness (Facility Leadership),West Florida Division,WFD,Costing Company,1065 AdventHealth Medical Group West Florida,WFD,N/A,N/A,N/A,N/A,85.5,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::72,Learning,Leader Effectiveness (Facility Leadership),West Florida Division,WFD,Costing Company,1066 AdventHealth Wesley Chapel,WFD,N/A,N/A,N/A,N/A,86.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::73,Learning,Leader Effectiveness (Facility Leadership),West Florida Division,WFD,Costing Company,1067 AdventHealth Zephyrhills,WFD,N/A,N/A,N/A,N/A,86.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::74,Learning,Leader Effectiveness (Facility Leadership),West Florida Division,WFD,Costing Company,1068 AdventHealth Dade City,WFD,N/A,N/A,N/A,N/A,85.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::75,Learning,Leader Effectiveness (Facility Leadership),West Florida Division,WFD,Costing Company,1070 AdventHealth Imaging West Florida,WFD,N/A,N/A,N/A,N/A,85.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::76,Learning,Leader Effectiveness (Facility Leadership),East Florida Division,EFD,Costing Company,1072 AdventHealth Daytona Beach,EFD,N/A,N/A,N/A,N/A,85.5,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::77,Learning,Leader Effectiveness (Facility Leadership),East Florida Division,EFD,Costing Company,1073 AdventHealth Medical Group East Florida,EFD,N/A,N/A,N/A,N/A,81.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::78,Learning,Leader Effectiveness (Facility Leadership),East Florida Division,EFD,Costing Company,1077 AdventHealth DeLand,EFD,N/A,N/A,N/A,N/A,85.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::79,Learning,Leader Effectiveness (Facility Leadership),East Florida Division,EFD,Costing Company,1078 AdventHealth New Smyrna Beach,EFD,N/A,N/A,N/A,N/A,84.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::80,Learning,Leader Effectiveness (Facility Leadership),East Florida Division,EFD,Costing Company,1079 AdventHealth Fish Memorial,EFD,N/A,N/A,N/A,N/A,86.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::81,Learning,Leader Effectiveness (Facility Leadership),East Florida Division,EFD,Costing Company,1081 AdventHealth Palm Coast,EFD,N/A,N/A,N/A,N/A,86.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::82,Learning,Leader Effectiveness (Facility Leadership),East Florida Division,EFD,Costing Company,1082 AdventHealth Palm Coast Parkway,EFD,N/A,N/A,N/A,N/A,84.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::83,Learning,Leader Effectiveness (Facility Leadership),East Florida Division,EFD,Costing Company,1083 AdventHealth Waterman,EFD,N/A,N/A,N/A,N/A,85.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::84,Learning,Leader Effectiveness (Facility Leadership),West Florida Division,WFD,Costing Company,1084 AdventHealth North Pinellas,WFD,N/A,N/A,N/A,N/A,87.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::85,Learning,Leader Effectiveness (Facility Leadership),West Florida Division,WFD,Costing Company,1085 AdventHealth Sebring,WFD,N/A,N/A,N/A,N/A,85.5,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::86,Learning,Leader Effectiveness (Facility Leadership),West Florida Division,WFD,Costing Company,1086 AdventHealth Wauchula,WFD,N/A,N/A,N/A,N/A,88.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::87,Learning,Leader Effectiveness (Facility Leadership),Primary Health Division,PHD,Costing Company,1087 AdventHealth Primary Care Network,PHD,N/A,N/A,N/A,N/A,83.5,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::88,Learning,Leader Effectiveness (Facility Leadership),Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Costing Company,1088 AdventHealth Corporate,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,89.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::89,Learning,Leader Effectiveness (Facility Leadership),Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Costing Company,1091 AdventHealth Information Technology,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,90.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::90,Learning,Leader Effectiveness (Facility Leadership),Primary Health Division,PHD,Costing Company,1094 AdventHealth Well 65 Plus,PHD,N/A,N/A,N/A,N/A,86.5,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::91,Learning,Leader Effectiveness (Facility Leadership),Primary Health Division,PHD,Costing Company,1096 Florida Hospital Healthcare System Inc,PHD,N/A,N/A,N/A,N/A,91.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::92,Learning,Leader Effectiveness (Facility Leadership),Primary Health Division,PHD,Costing Company,1105 AdventHealth Centra Care,PHD,N/A,N/A,N/A,N/A,88.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::93,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,Costing Company,1106 Portercare Adventist Health System,MSD 1,N/A,N/A,N/A,N/A,84.5,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::94,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,Costing Company,1108 Family Medicine Rural Health Clinic Copperas,MSD 2,N/A,N/A,N/A,N/A,93.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.2%,green,N/A,Mar 2026
LEARNING::95,Learning,Leader Effectiveness (Facility Leadership),Primary Health Division,PHD,Costing Company,1148 AdventHealth Hospice,PHD,N/A,N/A,N/A,N/A,81.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::96,Learning,Leader Effectiveness (Facility Leadership),West Florida Division,WFD,Costing Company,1155 AdventHealth Port Charlotte,WFD,N/A,N/A,N/A,N/A,80.0,≥ 81,missed,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::97,Learning,Leader Effectiveness (Facility Leadership),Corporate Services,Corporate Services Division Cost Centers by Reporting Hierarchy,Costing Company,1156 Consolidated Services Center,Corporate Services Division Cost Centers by Reporting Hierarchy,N/A,UNSUPPORTED_CORPORATE_SERVICES_PRESERVED,N/A,corporate services division cost centers by reporting hierarchy,89.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::98,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,Costing Company,1185 NC Radiation Therapy,MSD 1,N/A,N/A,N/A,N/A,74.8,≥ 81,missed,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::99,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000000 Hendersonville,MSD 1,N/A,N/A,N/A,N/A,86.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::100,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000003 Manchester,MSD 1,N/A,N/A,N/A,N/A,89.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::101,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000005 Home Heatlh UChicago Medicine AdventHealth JV,MSD 2,N/A,N/A,N/A,N/A,91.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::102,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000006 Hinsdale JV,MSD 2,N/A,N/A,N/A,N/A,84.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::103,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000007 La Grange JV,MSD 2,N/A,N/A,N/A,N/A,84.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::104,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000008 Bolingbrook JV,MSD 2,N/A,N/A,N/A,N/A,84.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::105,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000009 GlenOaks JV,MSD 2,N/A,N/A,N/A,N/A,83.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::106,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000010 GLR Support JV,MSD 2,N/A,N/A,N/A,N/A,89.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::107,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000011 AHMG GLR Management JV Staff,MSD 2,N/A,N/A,N/A,N/A,85.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::108,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000013 AHMG GLR Management JV Provider,MSD 2,N/A,N/A,N/A,N/A,62.5,≥ 81,missed,Calculated from the displayed value and this scope's local goal,0.2%,green,N/A,Mar 2026
LEARNING::109,Learning,Leader Effectiveness (Facility Leadership),East Florida Division,EFD,FRL,1000017 OP Rehab EFD Daytona Beach,EFD,N/A,N/A,N/A,N/A,80.0,≥ 81,missed,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::110,Learning,Leader Effectiveness (Facility Leadership),East Florida Division,EFD,FRL,1000018 OP Rehab EFD DeLand,EFD,N/A,N/A,N/A,N/A,88.5,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::111,Learning,Leader Effectiveness (Facility Leadership),East Florida Division,EFD,FRL,1000019 OP Rehab EFD New Smyrna Beach,EFD,N/A,N/A,N/A,N/A,88.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::112,Learning,Leader Effectiveness (Facility Leadership),East Florida Division,EFD,FRL,1000020 OP Rehab EFD Fish,EFD,N/A,N/A,N/A,N/A,72.5,≥ 81,missed,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::113,Learning,Leader Effectiveness (Facility Leadership),East Florida Division,EFD,FRL,1000021 OP Rehab EFD Palm Coast,EFD,N/A,N/A,N/A,N/A,86.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::114,Learning,Leader Effectiveness (Facility Leadership),East Florida Division,EFD,FRL,1000022 OP Rehab EFD Waterman,EFD,N/A,N/A,N/A,N/A,76.2,≥ 81,missed,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::115,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000026 Durand,MSD 2,N/A,N/A,N/A,N/A,87.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::116,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000033 THMA Mansfield JV,MSD 2,N/A,N/A,N/A,N/A,89.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::117,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000035 SWR Support,MSD 2,N/A,N/A,N/A,N/A,87.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::118,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000036 THMA Burleson JV,MSD 2,N/A,N/A,N/A,N/A,93.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.2%,green,N/A,Mar 2026
LEARNING::119,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000038 AHS Texas Inc.,MSD 2,N/A,N/A,N/A,N/A,95.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.2%,green,N/A,Mar 2026
LEARNING::120,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000039 Texas Health Huguley JV,MSD 2,N/A,N/A,N/A,N/A,86.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::121,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000042 ASC SWR Texas Health Huguley,MSD 2,N/A,N/A,N/A,N/A,97.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.2%,green,N/A,Mar 2026
LEARNING::122,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000045 Texas Health Mansfield JV,MSD 2,N/A,N/A,N/A,N/A,85.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::123,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000051 Central Texas,MSD 2,N/A,N/A,N/A,N/A,84.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::124,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000053 AHMG Central Texas,MSD 2,N/A,N/A,N/A,N/A,88.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::125,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 2,MSD 2,FRL,1000059 RHC SWR Lampasas,MSD 2,N/A,N/A,N/A,N/A,73.2,≥ 81,missed,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::126,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000061 Gordon,MSD 1,N/A,N/A,N/A,N/A,85.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::127,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000062 Southeast Region,MSD 1,N/A,N/A,N/A,N/A,92.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::128,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000064 Murray,MSD 1,N/A,N/A,N/A,N/A,84.5,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::129,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000066 Redmond,MSD 1,N/A,N/A,N/A,N/A,85.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::130,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000067 AHMG SER Georgia,MSD 1,N/A,N/A,N/A,N/A,93.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::131,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000068 AHMG SER Gordon,MSD 1,N/A,N/A,N/A,N/A,81.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::132,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000069 AHMG SER Murray,MSD 1,N/A,N/A,N/A,N/A,89.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::133,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000070 AHMG SER Redmond,MSD 1,N/A,N/A,N/A,N/A,88.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::134,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000072 Surgicare of Rome,MSD 1,N/A,N/A,N/A,N/A,87.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::135,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000083 Porter,MSD 1,N/A,N/A,N/A,N/A,83.5,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::136,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000085 RMR Support,MSD 1,N/A,N/A,N/A,N/A,88.5,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::137,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000088 OSED RMR Southmoor Urgent Care,MSD 1,N/A,N/A,N/A,N/A,85.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::138,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000090 AHMG RMR Porter,MSD 1,N/A,N/A,N/A,N/A,79.0,≥ 81,missed,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::139,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000092 Avista,MSD 1,N/A,N/A,N/A,N/A,86.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::140,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000094 AHMG RMR Avista,MSD 1,N/A,N/A,N/A,N/A,80.8,≥ 81,missed,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::141,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000096 Littleton,MSD 1,N/A,N/A,N/A,N/A,81.0,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::142,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000098 OSED RMR West Littleton,MSD 1,N/A,N/A,N/A,N/A,92.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::143,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000100 AHMG RMR Littleton,MSD 1,N/A,N/A,N/A,N/A,77.2,≥ 81,missed,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::144,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000102 Parker,MSD 1,N/A,N/A,N/A,N/A,85.2,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::145,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000104 OSED RMR Southlands,MSD 1,N/A,N/A,N/A,N/A,87.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::146,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000106 OSED RMR Meridian Urgent Care,MSD 1,N/A,N/A,N/A,N/A,91.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.1%,green,N/A,Mar 2026
LEARNING::147,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000108 AHMG RMR Parker,MSD 1,N/A,N/A,N/A,N/A,79.2,≥ 81,missed,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::148,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000116 Castle Rock,MSD 1,N/A,N/A,N/A,N/A,82.8,≥ 81,met,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
LEARNING::149,Learning,Leader Effectiveness (Facility Leadership),Multi-State Division 1,MSD 1,FRL,1000118 AHMG RMR Castle Rock,MSD 1,N/A,N/A,N/A,N/A,80.0,≥ 81,missed,Calculated from the displayed value and this scope's local goal,0.0%,green,N/A,Mar 2026
